video_id,video_title,video_description,published_at,duration,view_count,video_like_count,comment_count,channel_id,channel_title,channel_subscriber_count,channel_video_count,channel_country,greenland_only_reason
ABS9gCPUpJA,greenland,,2021-03-06T02:25:51Z,345,4,,0,UC-m9NE125dadDp3f6aFIe0w,Smit Patel,6,15,,title_only_greenland_generic_or_numbers
OgT3SYzB7e8,Greenland,,2021-03-06T21:05:23Z,59,12,,2,UCYYYxmxP7Iaa6If-uGhzQ0Q,Leslie Idahosa,5,4,,title_only_greenland_generic_or_numbers
070ZxdLIRLI,Greenland,,2021-03-07T00:07:25Z,24,10,,0,UCVweAC5VSb2zYUWQ0NSsl6w,Rasik,0,2,NP,title_only_greenland_generic_or_numbers
_nBv_SXCmMw,Greenland,"Intromusik am Anfang:
https://m.youtube.com/watch?v=JcBPeEBat7c

Titel:Heart of Courage
Interpret:London Music Works
Album:Epic Themes
Lizenziert: an YouTube durchThe Orchard Music, Entertainment One U.S., LP (im Auftrag von Silva Screen Records); Sony ATV Publishing, LatinAutor - SonyATV, ASCAP, LatinAutorPerf, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM, Epic Elite (Music Publishing) und 8 musikalische Verwertungsgesellschaften

Introtrailer am Ende:
https://m.youtube.com/watch?v=tNJH2xFtSa0

#greenland#corona#gerardbutler",2021-03-07T03:52:03Z,380,88,,5,UC9deJ9bNDFQlTwcoEZB0dtA,Superwoman1992,104,53,DE,title_only_greenland_generic_or_numbers
2m7pcmMZNWE,Greenland,,2021-03-12T16:25:47Z,161,212,,37,UCok2_03TjQfTTuX7kI-VJdg,Jeaniels vlog,220,43,,title_only_greenland_generic_or_numbers
6ZJYJF5FVig,GREENLAND 2012,"Greenland visit in 2012 stopping at Kangerlussuaq, Sisimuit, Coastal ship to Ilulissat, back to Sisimuit, and then Nukk. Next stop Iceland",2021-03-17T08:00:01Z,1425,35,,0,UC1917OhiRdk7tSAIQx5a5lg,David Gould,49,66,,title_only_greenland_generic_or_numbers
By_9vZCtnmk,Greenland,"Provided to YouTube by MyMusicGroup

Greenland · zbrocky · mvcjn · Wavyzien · dkm

Prodigy

℗ 2021 zbrocky

Released on: 2021-03-23

Auto-generated by YouTube.",2021-03-23T06:31:52Z,194,2367,33,0,UCkqAnoTmKFTL0Qko5_HQLEw,zbrocky - Topic,78,14,,title_only_greenland_generic_or_numbers
oKrjzmzYLAY,613 greenland,,2021-03-26T17:26:40Z,252,7,0,0,UCVNzMswyqOZC7ZuMlwwS81w,I AM YOUR REALTOR,6,34,,title_only_greenland_generic_or_numbers
ZirXIpd1RrU,Greenland,,2021-03-27T01:47:07Z,175,5,0,0,UCZqFVqilN01Ztela4Sh7WKQ,Filippo Traversa,63,34,,title_only_greenland_generic_or_numbers
qM62XbuGMrU,greenland,,2021-03-28T07:10:28Z,10,1,1,1,UCopXGj2vHP2hcdS1XKnuebQ,SIMO IN WONDERLAND,7,24,,title_only_greenland_generic_or_numbers
TU9IyeD4424,The Greenland,,2021-04-04T07:32:41Z,207,8,0,0,UCq7ceZLcr1GTpQBAk1fzWDQ,Lisa Mazur,18,2,,title_only_greenland_generic_or_numbers
-ew7eNrjlgE,greenland,,2021-04-08T18:14:20Z,502,15,0,0,UCl2yAagEed2IdslHljdRnDw,oscar figueredo,0,6,,title_only_greenland_generic_or_numbers
yx91EUo0NTY,greenland 4k,like share and subscribe,2021-04-10T12:21:11Z,35,6,0,0,UC3DhLiQkBhE0rxkXL0BChiQ,Beautiful earth earth,3,6,,title_only_greenland_generic_or_numbers
ZXWsAl4tggg,Greenland 😳😳😳,,2021-04-14T12:43:56Z,587,3,0,0,UCk_FSX1m6uQiYve5IVGuUAA,spy movies,7,6,,title_only_greenland_generic_or_numbers
MYDi9LGAluw,greenland #shorts,#shots,2021-04-22T15:42:43Z,33,7,0,0,UC7pTS91ipBi1TrLS-YGyUhg,master,1,4,,title_only_greenland_generic_or_numbers
YxlL7qgGSTQ,Greenland (2020,"Greenland (2020) • Movie
​​1h59min ⭐️6.4 IMDB
  
Director: Ric Roman Waugh
Actors: Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn

Genres: Action, 🎭 Drama, Thriller
Greenland is a movie starring Gerard Butler, Morena Baccarin, and Roger Dale Floyd. A family struggles for survival in the face of a cataclysmic natural disaster.",2021-04-23T12:33:50Z,153,25,0,0,UCBajf5xkyk5pWISruYv1_-A,TAG,6,40,,title_only_greenland_generic_or_numbers
R83Dsdsr_NE,Greenland,Short video borrowed from Apple TV Aerial Screensavers featuring 8Dio’s Studio Quartet Series. Music composed and orchestrated by Ben Pit.,2021-04-27T15:30:14Z,193,104,7,2,UCqqO82bxr7puFDlYCQWRDGQ,Benjamin Pitot,75,14,SG,title_only_greenland_generic_or_numbers
AsdNua632p0,Greenland,"Provided to YouTube by TuneCore

Greenland · Emancipator

Safe in the Steep Cliffs

℗ 2010 Loci Records

Released on: 2010-06-29

Auto-generated by YouTube.",2021-05-02T11:01:24Z,192,1196691,11428,101,UChNB35QmqX81vSbDXDR3i4w,Emancipator - Topic,14100,296,,title_only_greenland_generic_or_numbers
fM4LDzV5wm8,360 Greenland 2,,2021-05-04T16:16:43Z,490,6,1,0,UCpHcdk7E4K9qBnAmZySLh1Q,babis giritziotis,6,11,,title_only_greenland_generic_or_numbers
4Yq_FvFnKqU,Greenland,,2021-05-09T08:54:53Z,144,127,0,0,UCnzAOINhmpI8Lxio9hehqlQ,O B,29,7,JO,title_only_greenland_generic_or_numbers
L_itTgwwqT8,Greenland 👍,,2021-05-12T11:06:37Z,16,28,4,0,UCmKuDXVnDHrgKoqkXGN-Lnw,l,6,6,,title_only_greenland_generic_or_numbers
ncW5TWTMCKk,GREENLAND,,2021-05-12T17:15:38Z,61,29,1,0,UCAMzZwA3p5S2UYY40_FLjQQ,BEHCET OZKARAKAYA,22,16,,title_only_greenland_generic_or_numbers
ZFxwCgFDaPk,Greenland,"Provided to YouTube by TuneCore

Greenland · Bryan Huddy

The Sum Total

℗ 1999 self published

Released on: 1999-01-01

Auto-generated by YouTube.",2021-05-14T10:02:57Z,211,51,2,0,UCzruI6jweBFHOTzOy-3JW9w,Bryan Huddy - Topic,5,24,,title_only_greenland_generic_or_numbers
g29FLtU4Ty0,✖️GREENLAND✖️#shorts,"Let's Travel 

#travelwithme
#travelworld",2021-05-15T07:14:50Z,9,9,0,0,UCa-VAi7IvLiyOBv5ymXPAtA,Travel With Me,616,1330,,title_only_greenland_generic_or_numbers
m2Bn34EEoVw,Greenland,,2021-05-17T09:32:24Z,61,36,1,0,UCm692HzuEgxbeg_yOWqlW1g,Monika Kalyankar,4,15,,title_only_greenland_generic_or_numbers
4_6TKGejwZQ,Greenland,Recorded with DJI Mavic air and Go-pro hero8 black,2021-05-17T20:45:30Z,248,93,0,0,UC9G2X5O_GRwL8DDEQ_ZiHkA,Benny Christiansen,49,40,,title_only_greenland_generic_or_numbers
l5wz9d8UEf4,Greenland,"الاردن , عمان , ناعور 
Amman, Jordan , Naur
https://www.greenland.jo",2021-05-18T06:56:21Z,144,5506,16,0,UCnzAOINhmpI8Lxio9hehqlQ,O B,29,7,JO,title_only_greenland_generic_or_numbers
9FPfvlyM0RE,Greenland,,2021-05-19T19:23:08Z,361,1,0,0,UCXIsJdmNp_271h1XHdjfzHQ,The Whatever Show,11,80,,title_only_greenland_generic_or_numbers
tttR2_6CXlY,Greenland,composer and sound designer.,2021-05-20T16:23:24Z,147,0,0,0,UC2SWU42_G3hjuz7EgqGESeA,DIAA previews,0,3,,title_only_greenland_generic_or_numbers
Y90e65J4xxY,Greenland Video,,2021-05-21T12:09:20Z,466,7,1,0,UCcjuWFzsnfTG9jujBBjcBEQ,h,333,111,,title_only_greenland_generic_or_numbers
vQD27RrTaNQ,Greenland #Shorts,,2021-05-21T19:23:34Z,16,22,0,0,UC309HT4Fm5uu3g8J-HgDFOg,D Kundu,142,271,,title_only_greenland_generic_or_numbers
9d6opUSf4UA,GREENLAND🇳🇫 #shorts,"#Nature#Amazingnature#landscape#travel#scenery#sky#clouds#storm#relax#sunlight#vintage#youtubeshorts#ytshorts
Greenland
Green
Land
sky
vintage
Shorts

   PLSS SUBSCRIBE.👇👇 https://youtube.com/channel/UC8inlgdQGF6moJec2hZyPLw 
   
   THANKS FOR WATCHING 🥰🥰
   PLSS LIKE, COMMENT, SHARE
   DON'T FORGET TO SUBSCRIBE 🥺😇❣️
            🌍4K WORLD🌍",2021-05-23T08:20:55Z,13,34,4,0,UC8inlgdQGF6moJec2hZyPLw,4K WORLD,10,22,IN,title_only_greenland_generic_or_numbers
Op6eQMJtzDU,Greenland,Film promotion for Greenland.,2021-05-28T12:18:15Z,887,11,0,0,UCuV9dcPE30ZbaJq9PSRArrw,John Charnley - account 2,3,23,,title_only_greenland_generic_or_numbers
AhsOgMxgV_g,Greenland#short,daily kuch neya sikhne ke liye hamare channel ko subscribe kare aur video ko like kare plz 🙏#short,2021-06-01T01:28:16Z,16,26,4,0,UCReZ-6490Dz0ZyNVrO6WFwg,AB Gk study,301,128,,title_only_greenland_generic_or_numbers
GS4a-pQ9soI,Greenland,"http://stores.clothes2order.com/cheap-shot-nation/
https://clic.ly/cheapshotnation
Blogspot: cheapshotentertainment.blogspot.co.uk

Music ""Toe_Jam"" and ""Retro"" As found on YouTube Free Music :)

All copyrighted materials belong to the copyright owners. We do these videos as fans and for Fans to interact with. No infringement of copyright is intended on our part! What I upload is completely fair use and does not violate any of YouTube's Polices or Terms of service. This means I use this gameplay footage (Sometimes) as long as Commentary is provided, that is somewhat educational or instructional without the copyright owners consent. I will also use my own photos as well as those provided by the companies show being reviewed.",2021-06-01T08:00:10Z,543,1,0,0,UCLzAxDARn5UAVGSAaNNjfyQ,Quick Shot Reviews,3290,487,GB,title_only_greenland_generic_or_numbers
z4O1R9HL2Jc,Greenland,,2021-06-02T17:36:24Z,287,61,12,,UCrV0KMInFJ3bD9dyxj94gwA,Shlok,72,39,IN,title_only_greenland_generic_or_numbers
MjQzhCC2qO8,Greenland,have faith in Jesus Christ,2021-06-05T18:55:17Z,148,330,52,16,UCq2RhadBDhrTPjzxsZ-s5Iw,josh sparrow,8750,7827,CA,title_only_greenland_generic_or_numbers
22EXnZd-BGo,Greenland#shorts,,2021-06-08T02:19:58Z,32,35,18,0,UCjiqZBo9HwXMOVfwYcXrzBg,NMG KNOWLEDGE,1920,467,IN,title_only_greenland_generic_or_numbers
b7_VvJkIG4c,Greenland,,2021-06-12T11:51:55Z,507,95,4,1,UCJRGfGtLHfY88sLSugFsL7Q,Rijas Hameed kandal,55,11,,title_only_greenland_generic_or_numbers
YIauWtAjw_Y,greenland,,2021-06-13T09:06:15Z,15,8,1,0,UCVc1vpoA9xeJw4H3sgfrw-w,Razvi channel,6,6,,title_only_greenland_generic_or_numbers
xNdFQJeb6Zc,Greenland,,2021-06-17T00:06:37Z,15,33,0,0,UCGy2GIhATr9BECGTv1r8b1Q,Thunderstorm Smith,62,58,,title_only_greenland_generic_or_numbers
6rnFjsU9-_0,Greenland,Update on Greenland - Post Covid,2021-06-17T13:54:15Z,3088,20,0,0,UCBB-VUfSA1v73v-l1kc6QmQ,DMCFINDER,17,34,GB,title_only_greenland_generic_or_numbers
bUbzonr2IZ0,Greenland,Find out why Greenland is the suicide capitol of the world on the Reloaded504 Podcast.,2021-06-21T17:00:27Z,60,4,0,0,UCK6kKRlmsBAO74nsROaAFng,RELOADED504 - NEW ORLEANS’ #1 PODCAST,48,309,US,title_only_greenland_generic_or_numbers
gApDktfEQBk,Greenland video,green video,2021-06-23T10:08:05Z,41,13,3,0,UCWE2RXz5YYwXhqtP6mAUfYw,Angaryboy,1750,383,IN,title_only_greenland_generic_or_numbers
_7K6R-yu1-8,my greenland,,2021-06-25T12:55:13Z,12,4,1,0,UC72H2LQOHbPODcDeColVNIw,Manoj Kumar,0,2,,title_only_greenland_generic_or_numbers
_XbmH-j59l0,Greenland,,2021-06-30T13:43:00Z,9,22,7,0,UCRMfuizQ9WiXL7UBUDpp_Bw,S R B official Blog,39,44,,title_only_greenland_generic_or_numbers
vR0NNQA9FdM,GREENLAND,"our kitchen garden
#Pauri",2021-07-10T16:29:19Z,154,301,14,0,UCXv1QBt8isN_QBbNUJpyMiA,Mahendra Digicraft,3980,1018,IN,title_only_greenland_generic_or_numbers
spPvlqdKLX0,Greenland,Greenland,2021-07-14T18:13:34Z,77,102,4,,UCQ6IHzQYFEZBMnT8PtpkHBg,Student Priyansh,1200,363,,title_only_greenland_generic_or_numbers
5p-9roHuBRE,Greenland,Bogamati,2021-07-15T07:42:33Z,21,25,1,0,UC5wT4Co-Hmn9nWdFPtDa26g,Naba Debnath,5,8,,title_only_greenland_generic_or_numbers
dq3R692GRsY,Greenland,Beauty Of Greenland,2021-07-15T15:24:47Z,13,46,1,0,UCZEgoGDI2jcj-5ixEOeT5kQ,Cosmic World,15,54,PK,title_only_greenland_generic_or_numbers
m272dRFn0bk,Greenland,subscribe for more videos,2021-07-16T05:13:47Z,147,12,2,0,UC9z0_WhnIGhM3ZEfQiR15Tg,"Nature,s Beauty",50,12,PK,title_only_greenland_generic_or_numbers
6nYUIFQh-M8,Greenland,,2021-07-22T06:23:22Z,10,32,0,0,UCejlJkbDLVt0kJRemD_Lq3w,shorts blog with aman,1,18,,title_only_greenland_generic_or_numbers
6665AkYtw3I,GreenLand,,2021-07-24T14:54:12Z,7,19,0,0,UCiljZ_dfnyAB_zhjQyxe_vw,AzibaqTV,27,5,,title_only_greenland_generic_or_numbers
I4ydjUIeExo,Greenland,,2021-07-24T20:59:06Z,10,340,2,0,UC0NPrnBlEgiwIlnbfCMIQHQ,JM,253,986,,title_only_greenland_generic_or_numbers
WZhsj3KzGcM,🤣🤣🤣 | greenland,"#greenland
greenland",2021-07-26T15:43:54Z,14,13,2,0,UCZMZF9s-c4d_hb9PqgYe_FA,🎯Greenland,28,17,,title_only_greenland_generic_or_numbers
aosa-mmwtc0,greenland,agri farm,2021-07-28T02:19:55Z,40,44,7,1,UCbD1t8Jpr1dZ8ewvN6FD1AQ,saini cropland 🌱🌾,369,209,IN,title_only_greenland_generic_or_numbers
U5oh3JcM2K8,❤️❤️|Greenland,"#tranding
#Greenland",2021-07-29T09:49:12Z,16,44,1,0,UCZMZF9s-c4d_hb9PqgYe_FA,🎯Greenland,28,17,,title_only_greenland_generic_or_numbers
EV4j8JGC7Aw,🎶.........|Greenland,"#tranding
#shorts
#Greenland",2021-07-30T02:50:30Z,12,23,3,0,UCZMZF9s-c4d_hb9PqgYe_FA,🎯Greenland,28,17,,title_only_greenland_generic_or_numbers
5p9_nuHyGC8,GREENLAND - 4K#shorts,GREENLAND - 4K.   #shorts                           #nofeenocontent.                                   Details                                                     cinematography: Stefan Forster.       cut and  editing: Stefan Forster.         Music: Adi Goldstein/Augusta Wilhelmsson.,2021-08-01T02:47:49Z,42,90,6,1,UCyVBFTMeev06zNrWg7WD2Ew,pretty videos,57,39,,title_only_greenland_generic_or_numbers
EzDAGHTJlOY,Greenland,,2021-08-02T09:42:42Z,122,5,0,0,UCXyseQbjSu5c6GfL2uYTTJA,Blaye Langues,24,74,FR,title_only_greenland_generic_or_numbers
aqwsjFLQdrA,GREENLAND PART 2,,2021-08-06T10:40:00Z,435,66,5,3,UCJRGfGtLHfY88sLSugFsL7Q,Rijas Hameed kandal,55,11,,title_only_greenland_generic_or_numbers
7v5DjZBxN2w,greenland,Music Video Editor Add Audio,2021-08-07T01:47:09Z,15,21,5,0,UCbD1t8Jpr1dZ8ewvN6FD1AQ,saini cropland 🌱🌾,369,209,IN,title_only_greenland_generic_or_numbers
1NyxBSkZ8oY,Greenland,,2021-08-07T23:32:25Z,115,2,0,0,UCenqOVWxCYAXHZinY196PVw,Hoasi Tonga,746,351,,title_only_greenland_generic_or_numbers
ewM-9zLOn2M,Greenland,Narsaq,2021-08-09T03:29:43Z,8,16,0,0,UCSPb4STQXWcrYs_lqgXaUcA,Miki-lars Rosing,0,5,,title_only_greenland_generic_or_numbers
EGw_bFdTWrI,greenland,,2021-08-11T05:48:22Z,26,2,1,0,UC6amRh6chjQzsdwnjDzVAig,funny cats shorts,2,67,UG,title_only_greenland_generic_or_numbers
95FlkWGP14w,Greenland,,2021-08-11T14:04:32Z,242,5,0,0,UC6rh7gr-ZpQ3y_Tc8rxOCwg,Ratkarn,0,1,,title_only_greenland_generic_or_numbers
sjogRSFA6QA,Greenland,,2021-08-14T22:11:42Z,11,59,3,0,UCtZT66GldM0jnvMFP-sTmDA,SK VISION,1720,743,,title_only_greenland_generic_or_numbers
SLPeSBcM2nE,Greenland 1,,2021-08-16T23:00:41Z,3349,436,14,0,UCoU6EU36zedxtVVkTnNxjtQ,calandale,8990,5426,,title_only_greenland_generic_or_numbers
dxAJ7DV53bw,Greenland 2016,,2021-08-18T10:33:59Z,1038,41,0,0,UCSF7gR7XIXF5Xy4oZaNJBkg,Par Lofvenius,13,61,,title_only_greenland_generic_or_numbers
Z3-4Age-zAk,Greenland,,2021-08-19T10:41:12Z,19,12,1,0,UCtZT66GldM0jnvMFP-sTmDA,SK VISION,1720,743,,title_only_greenland_generic_or_numbers
ZYtePoIM1vk,Greenland,,2021-08-19T10:41:56Z,13,87,1,0,UCtZT66GldM0jnvMFP-sTmDA,SK VISION,1720,743,,title_only_greenland_generic_or_numbers
hQLJy_v8Wd8,Greenland,,2021-08-19T11:38:59Z,33,14,1,0,UCtZT66GldM0jnvMFP-sTmDA,SK VISION,1720,743,,title_only_greenland_generic_or_numbers
GPFUuoiYcs4,Greenland,,2021-08-19T12:34:13Z,14,51,1,0,UCHSiqfpaeY3_mA3DpZ_Bl4Q,Rio Rider,635,389,,title_only_greenland_generic_or_numbers
a90da62uiDY,Greenland,,2021-08-19T12:34:21Z,33,12,1,0,UCHSiqfpaeY3_mA3DpZ_Bl4Q,Rio Rider,635,389,,title_only_greenland_generic_or_numbers
6DwpnEOQRG4,Greenland,,2021-08-19T12:34:48Z,19,19,1,0,UCHSiqfpaeY3_mA3DpZ_Bl4Q,Rio Rider,635,389,,title_only_greenland_generic_or_numbers
ZbMtaDRv82I,GREENLAND,GREENLAND,2021-08-24T07:50:05Z,119,30,3,0,UCFVQeIUYXMS89XSmnmfX7kw,archil gulishvili,78,365,,title_only_greenland_generic_or_numbers
l3zqSGiQ4_Q,greenland,,2021-08-25T03:23:20Z,16,282,12,0,UCZVvSZRLjA6vaNvf5sps19g,Akash Maurya,0,1,,title_only_greenland_generic_or_numbers
2jEFu1I9afY,Greenland,,2021-08-26T16:11:30Z,15,7,0,0,UCKa0u9SJuj2lVCxncaPENtg,Agnesus Bandusai,0,2,,title_only_greenland_generic_or_numbers
UA7KhIRay04,Greenland.😍,"china in focus,
chinatown,
china song,
china mac,
china anne mcclain,
china flood,
china mcclain,
china movie,
china news,
china anuel aa,
china afghanistan,
china anne mcclain tiktok,
china anne mcclain songs,
china anthem,
china action movie,
china and taliban,
a china song,
a chinatown ghost story,
a china movie,
a china man from montego bay,
a chinese odyssey,
a chinatown there a chinatown there,
a china é comunista,
a china é socialista,
china beach,
china bird flu,
china basketball,
china beach theme song,
china bridge,
china boy,
china bitcoin,
china bangla movie,
b china rmf,
cardi b china,
jon b china,
cardi b china news,
queen b china,
r&b china,
raz b china,
cardi b china virus,
china cat sunflower,
china cartoon,
china china,
china city,
china concentration camps,
china cooking,
china crisis,
china celebrates 100 years,
c channel,
china doll,
china drama,
china documentary,
china dance,
china dj,
china diving,
china doll grateful dead,
china delta variant,
chandni chauk d china,
china chauk d china,
3d china,
supa d china man,
ribut pasir di china,
winky d china,
taufan di china,
ribut di china,
china en foco,
china eas alarm,
china earthquake,
china explosion,
china economy,
china eating food,
china elephant,
china eating,
china flood 2021,
china food,
china food eating,
china flood dam collapse,
china film,
china flood live,
china fireworks,
jia y i china,
south park f china,
f 117 in china,
f35 china,
f(x) in china,
f35 china copy,
f-22 china,
china get the f out,
china girl,
china grove,
china girl david bowie,
china gymnast olympics 2021,
china gan,
china gaan,
china gate,
china gold medal olympics 2021,
polo g chinatown,
polo g chinatown instrumental,
d&g china,
mr g china man,
polo g chinatown lyrics,
polo g chinatown clean,
polo g chinatown reaction,
kenny g china,
china history,
china hindi movie,
china high speed train,
china hell march,
china house,
china hong kong,
china high speed rail,
china hustle,
china invade taiwan,
china il,
china india,
china insights,
china in afghanistan,
china illinois,
china india border,
is china,
is china safe,
is china going to war with us,
in china song,
is china a superpower,
is china going to invade taiwan,
is china going to overtake the us,
is china going to war,
china japan,
china j balvin,
china japan thoughts interlude,
china japan war,
china john cena,
china juice wrld,
china joe,
china japan table tennis,
jessie j china,
jessie j china competition,
domino jessie j china,
arnez j chinatown,
jessie j china winner,
jessie j china flashlight,
justin j china,
jessie j china reflection,
china khabar,
china kung fu,
china karol g,
china kung fu movie,
china king,
china karate,
china klay,
china kiss drama,
k china 17,
k china finnomena,
k china a d,
k china cymbal,
k china sabai cha,
k china กองทุน,
k china rmf,
k china aa),
china love,
china lake,
china love story song,
china live,
china language,
china lyrics,
china love song,
china launch,
la china,
la china la adictiva,
la china karaoke,
la china javier rosas,
la chinatown,
la china antrax,
la china lyrics,
la china boricua,
china military,
china music,
china mac eats,
china military parade,
china mcclain tiktok,
m china box,
h&m china,
china 100m,
codm china,
h&m china boycott,
exo m china,
laplace m china server,
dragon nest m china,
china national anthem,
china nuclear,
china news today,
china nuclear leak,
china news live,
china new song,
china navy,
in china,
in chinatown song,
in china remix,
in china they eat dogs trailer,
in chinatown,
in china the future of shopping,
in china vlog,
china olympics,
china olympics 2021,
china ozuna,
china old song,
china olympics opening ceremony,
china on afghanistan,
china olympic training,
china olympic diving,
o chinadana movie songs,
o chinadana telugu full movie,
o chinadana comedy scenes,
o china prem,
o china prem natok,
o chinadana songs jukebox,
o canada,
o china pm,
china president,
china parade,
china preparing for war,
china population,
china philippines,
china power,
china pollution,
china people eating,
p chinamasa,
dub p china mac,
marina p chinatown,
swaggy p china,
zach p china,
p s y china song,
china mac p thrizzle,
china p remix,
china quarantine,
china quantum computer,
china queen,
china qualifier dota 2,
china quarantine hotel,
china quantum,
china quad,
china qr code,
q china drama,
q chinatown detective,
royal q china,
ruchi in china q and a,
china q for birds,
detective chinatown q members,
china q come mucho,
q&a australia china,
china remix,
china russia,
china roses,
china rocket live,
china rain,
china rocket,
china reggaeton,
china remix 2021,
r/china funny,
wagon r china,
china r&b song,
china r&d,
china r&b,
r visa china,
r city china love,
r j naved china,
china space station,
china song remix,
china song tik tok,
china social credit system,
china syndrome
china street food
china sea
s china sea
us china
s china sea latest news
us china war
us china relations
us china tension
us china news
us china volleyball
china taiwan",2021-08-28T17:36:41Z,11,42,2,0,UC2k8clGTyBDV1DCiTfKYF_w,旅行癖,1090,841,,title_only_greenland_generic_or_numbers
_BO8yMgmgeg,Greenland #Shorts,"Greenland
#otonom Denmark
#antara samudra artkik dan Atlantic
#nuuk
#amerika utara
Greenland adalah negara otonom Kerajaan Denmark yang terletak di antara Samudra Arktik dan Atlantik, sebelah timur Kepulauan Arktik Kanada. Meski secara fisiogeografis merupakan bagian dari benua Amerika Utara, Greenland sangat erat secara politik dan budaya dengan Eropa selama lebih dari seribu tahun. 

Pemukiman suku Nordik

Erik menamainya pulau Greenland (Grœnland di Old Nordik, Grænland di Islandia modern, Grønland di denmark modern dan norwegia",2021-09-02T08:09:05Z,47,48,1,0,UCvSxYYb13LwWNtJ-tg7qqvw,MyDayBless,761,459,ID,title_only_greenland_generic_or_numbers
yPLEX5Jf_7g,#Greenland,,2021-09-05T14:45:12Z,10,34,2,0,UC4X0GG0yLek57uLm7Q7QTtA,Zarajadoon,1270,458,,title_only_greenland_generic_or_numbers
ZMVS9194JcM,|| Greenland 🥰 || Short || 🤙😉,"Welcome back to my youtube channel


If you like this video then subscribe my channal and press the bell icon


Second channel :- 
যিসকলে online game ক লৈ‌‌ আগ্ৰহী সেই সকলে channel টো চাব এবাৰ🙏

                      👇
https://www.youtube.com/channel/UCckrDarCxbcF_97tMFeXmhQ


Follow me on -

Facebook :- https://www.facebook.com/babakamal.deka

Instagram :- https://www.instagram.com/kamal_deka55?r=nametag


#support #Greenland #grassland #greenlove #peace #peacefullplace #clip #KD #KamalDeka #kml55 


Don't forget to like , comment , share & subscribe


Thanks for watching........Kamal Deka🙏",2021-09-07T12:29:46Z,22,233,49,6,UCQG-Tn4DzfOonor3QdnjMUg,Deka's Vlogs,1910,245,IN,title_only_greenland_generic_or_numbers
k5e8GlRrXvM,Greenland,,2021-09-08T00:20:31Z,219,74,0,0,UCwhefetUM_9nXAqj5FU2dLw,AspieOperator ,1180,779,US,title_only_greenland_generic_or_numbers
entqM2dXBs0,Greenland,,2021-09-09T08:30:18Z,16,489,13,0,UCrDPxIqRguGhZKYbeIjygTA,Feel the Freedom,237,212,LK,title_only_greenland_generic_or_numbers
2T0lLHgf7wE,greenland,,2021-09-15T18:42:57Z,17,170,7,1,UC9xIVxQv7tlhw8Uc11_0jCg,Inspactor no. 1 gaming,372,123,,title_only_greenland_generic_or_numbers
X7Offa4sVqc,GREENLAND 2021🇬🇱,Kangerlussuaq Greenland,2021-09-16T18:42:14Z,177,212,7,2,UCynKgg_3dS3nHb3ZgD0fg1Q,Silas Schytte Olsen,29,27,,title_only_greenland_generic_or_numbers
YUO-FxPngUI,#greenland#shorts,#greenland#birdsounds#shorts,2021-09-17T06:28:33Z,15,468,18,0,UCRSPABHwmCHP4uBl2XYs8rQ,Lali GT 650 🏍️,139,33,,title_only_greenland_generic_or_numbers
70_m3KH6O_4,Greenland,,2021-09-17T12:31:07Z,16,336,8,0,UCqAW1RT0uWRHKpF1aCHiFcg,Village 2 Village,79,56,IN,title_only_greenland_generic_or_numbers
-YawNRe-S7g,Greenland,,2021-09-19T15:02:44Z,22,23,0,0,UCdTG-zUXIl7oVhTrwr9TW7g,Natural sawan in world 🌎  (NSW),603,1592,,title_only_greenland_generic_or_numbers
PxsTSo-uFPc,Greenland,,2021-09-19T15:26:42Z,22,1010,38,2,UCdTG-zUXIl7oVhTrwr9TW7g,Natural sawan in world 🌎  (NSW),603,1592,,title_only_greenland_generic_or_numbers
-_AayrOt7fk,Greenland,,2021-09-20T01:43:56Z,34,6,0,0,UCnu7G9apUJ-UDU_NUS-WJtw,Lyngs verden,11,24,,title_only_greenland_generic_or_numbers
R_VqqXcq3yM,Greenland 2008,"Short video of Greenland filmed July, 2008.",2021-09-20T23:58:59Z,451,295,14,0,UC3_LygDpH5MLJ2MZQN8SpKQ,Hough's Stough,380,8,,title_only_greenland_generic_or_numbers
idX2uSBuJY4,Greenland,,2021-09-24T07:51:15Z,15,1004,10,2,UCR1F0AX13VC31UgAaflq_3A,Paradise,35,28,,title_only_greenland_generic_or_numbers
3nz70qB9WF0,Greenland,"Beatifull, world. sight",2021-09-26T20:29:01Z,24,9,0,0,UCjTQtK-a89RStENBkHhVbnA,asepuushandayana,92,306,,title_only_greenland_generic_or_numbers
e0K9-4wXQ64,greenland🇬🇱,,2021-09-29T09:48:53Z,102,10,0,0,UCibHAqsnSYdLanYN0H4025Q,Alveena show,176,326,,title_only_greenland_generic_or_numbers
61paYdyMRb4,Greenland,,2021-09-29T11:47:46Z,437,35,2,1,UCiYf7T-Ym440L-EUne5PhQg,NordicEnergyResearch,284,114,NO,title_only_greenland_generic_or_numbers
2wOXT9ZGyv8,Greenland,,2021-09-29T12:14:53Z,27,151,7,0,UCxJ1gJK89OrLWPEpWfTDTtQ,Delve Trip(King Of All Travel Destinations),1570,3395,,title_only_greenland_generic_or_numbers
